Date,Open,High,Low,Close,Volume
2020-12-25,70.73,71.49,70.54,71.07,9363090
2020-12-28,70.89,71.8,71.0,71.41,7509772
2020-12-29,72.98,74.34,71.4,73.16,28583171
2020-12-30,69.57,71.61,68.36,69.6,31779107
2020-12-31,70.95,73.19,70.33,70.86,17194640
2021-01-01,69.9,70.97,68.41,69.57,26981107
2021-01-04,71.08,72.24,70.41,70.9,15665622
2021-01-05,69.32,69.43,67.73,69.39,13970299
2021-01-06,65.66,66.42,64.18,65.72,12403400
2021-01-07,62.77,63.15,61.4,62.61,12544645
2021-01-08,63.21,63.44,61.69,62.81,6757065
2021-01-11,63.45,64.28,61.57,63.41,16720187
2021-01-12,61.65,62.49,60.87,61.79,14358218
2021-01-13,62.78,63.15,62.75,63.1,21267281
2021-01-14,59.61,61.3,58.92,60.04,15352083
2021-01-15,60.23,60.41,58.13,60.03,13506048
2021-01-18,58.1,58.92,57.54,57.94,9477238
2021-01-19,57.06,58.7,56.21,56.9,15188917
2021-01-20,57.04,57.52,56.04,57.08,21191667
2021-01-21,56.09,55.99,54.89,55.7,8271533
2021-01-22,55.02,55.85,54.76,55.15,15305715
2021-01-25,57.2,58.28,55.56,56.93,16461279
2021-01-26,56.02,57.75,54.15,56.04,10231355
2021-01-27,57.38,57.85,56.6,57.55,10919621
2021-01-28,55.85,56.74,55.26,55.69,16441273
2021-01-29,56.8,57.32,56.53,56.68,8312654
2021-02-01,59.36,60.09,58.24,59.25,17451948
2021-02-02,54.95,56.92,53.62,54.93,9363435
2021-02-03,53.69,53.86,52.69,53.7,24926120
2021-02-04,55.39,55.67,53.92,54.74,47153267
2021-02-05,54.82,55.52,53.94,54.5,9526820
2021-02-08,55.41,56.51,54.86,55.21,19136420
2021-02-09,54.33,55.15,53.12,54.3,10187062
2021-02-10,54.81,55.49,53.32,54.54,24654674
2021-02-11,54.52,55.02,54.23,54.38,7782364
2021-02-12,56.4,57.36,54.83,56.39,18630179
2021-02-15,56.84,57.63,55.81,56.93,9468731
2021-02-16,57.59,58.76,56.1,57.61,13210304
2021-02-17,56.09,57.68,56.75,57.0,8749327
2021-02-18,56.32,57.27,56.03,56.26,22101924
2021-02-19,55.49,56.44,54.86,55.62,9640753
2021-02-22,56.84,57.74,55.31,56.39,19307074
2021-02-23,55.77,56.58,54.13,55.77,12334996
2021-02-24,56.02,56.4,55.19,56.36,13835714
2021-02-25,59.98,61.5,59.21,59.99,15774069
2021-02-26,61.36,62.16,61.26,61.68,10009925
2021-03-01,61.33,61.78,59.66,61.18,16275696
2021-03-02,63.61,64.17,63.05,63.52,31489580
2021-03-03,63.15,64.48,61.08,62.85,9928824
2021-03-04,58.85,59.21,58.33,59.08,26321721
2021-03-05,57.4,59.69,55.8,57.39,30986085
2021-03-08,53.88,55.52,53.14,54.25,9741664
2021-03-09,53.95,54.67,53.02,53.77,7077793
2021-03-10,54.03,54.68,53.31,53.89,17038404
2021-03-11,56.86,57.7,56.02,56.72,11142712
2021-03-12,57.38,58.48,56.32,57.38,37292455
2021-03-15,57.22,58.26,56.21,57.1,14907928
2021-03-16,59.11,59.78,58.04,58.64,9809877
2021-03-17,54.74,55.68,54.07,54.82,8255748
2021-03-18,55.35,56.05,54.45,55.31,25265552
2021-03-19,56.39,57.48,56.58,56.7,11011029
2021-03-22,54.03,54.99,53.25,54.26,14975324
2021-03-23,56.27,57.59,55.84,56.24,23627016
2021-03-24,57.23,58.04,56.59,56.91,11500152
2021-03-25,56.23,56.78,56.22,56.3,14318107
2021-03-26,57.41,58.64,57.44,57.48,14529851
2021-03-29,61.4,62.55,61.27,61.53,20617736
2021-03-30,61.81,62.9,61.4,61.98,19685092
2021-03-31,62.64,63.3,60.64,62.55,13123868
2021-04-01,61.33,63.28,61.13,61.8,15124470
2021-04-02,60.7,61.68,59.33,60.32,12165449
2021-04-05,61.73,62.49,60.81,61.94,6998411
2021-04-06,60.67,61.55,59.48,60.45,16664652
2021-04-07,60.3,61.12,59.81,60.69,37734897
2021-04-08,60.12,60.16,59.59,59.92,9418067
2021-04-09,61.1,61.5,59.27,60.89,9954001
2021-04-12,61.73,62.96,59.8,61.62,9479442
2021-04-13,63.34,65.1,63.56,63.66,21047574
2021-04-14,62.87,63.99,62.36,62.79,18333539
2021-04-15,62.02,63.69,61.59,62.39,13534210
2021-04-16,60.58,61.82,60.21,60.66,9257924
2021-04-19,60.26,60.54,58.81,59.95,15343283
2021-04-20,60.98,61.86,60.18,60.74,6700474
2021-04-21,62.24,63.57,60.23,62.24,15739960
2021-04-22,60.32,61.89,59.13,60.61,22652078
2021-04-23,62.52,63.84,61.28,62.32,7837264
2021-04-26,64.99,66.32,63.47,64.98,6808898
2021-04-27,65.15,67.08,64.34,65.91,32272271
2021-04-28,70.04,71.41,69.04,69.77,10789890
2021-04-29,68.25,69.27,67.68,68.26,25853949
2021-04-30,66.21,66.34,64.79,65.81,13564968
2021-05-03,62.05,63.25,61.03,62.39,13511106
2021-05-04,64.29,65.92,64.27,65.33,18241437
2021-05-05,66.83,67.37,66.58,66.73,9416749
2021-05-06,66.84,67.67,66.17,66.74,15654180
2021-05-07,66.86,68.01,66.45,67.43,12106527
2021-05-10,64.93,66.07,64.31,65.25,7570375
2021-05-11,71.16,70.2,68.03,70.19,17343719
2021-05-12,70.49,71.77,70.32,70.59,12843470
2021-05-13,71.21,72.02,69.6,70.95,13544452
2021-05-14,72.4,73.25,70.68,72.64,7999739
2021-05-17,73.05,75.32,71.37,73.82,32465877
2021-05-18,74.39,76.13,73.58,74.45,22710935
2021-05-19,72.71,72.96,71.43,72.81,23725902
2021-05-20,73.83,74.63,72.53,73.98,12575708
2021-05-21,78.27,79.01,77.02,78.32,6171228
2021-05-24,81.75,82.25,80.48,81.64,38898206
2021-05-25,85.66,87.58,84.14,85.72,14209925
2021-05-26,84.02,85.69,84.11,84.55,10075326
2021-05-27,82.37,83.23,80.49,82.17,18045389
2021-05-28,81.21,82.09,80.69,82.01,26260077
2021-05-31,81.45,83.94,81.2,82.29,14482835
2021-06-01,85.47,85.59,82.49,85.16,27765021
2021-06-02,81.16,82.21,80.18,80.95,25178473
2021-06-03,84.82,86.3,83.84,84.84,8553143
2021-06-04,84.0,86.78,81.97,84.59,10460375
2021-06-07,83.35,84.03,82.95,83.65,23647514
2021-06-08,81.13,81.98,80.38,81.24,3774180
2021-06-09,76.7,78.59,76.25,77.32,13595809
2021-06-10,79.09,81.71,77.65,79.38,7164038
2021-06-11,79.96,81.68,78.37,79.7,11544539
2021-06-14,77.28,78.01,76.37,76.73,12617432
2021-06-15,73.71,74.68,73.07,73.86,12248056
2021-06-16,73.52,74.82,72.5,73.25,11115703
2021-06-17,76.33,77.63,75.96,77.07,8464810
2021-06-18,76.86,78.05,75.19,76.6,46083044
2021-06-21,72.97,74.66,71.92,73.26,37271182
2021-06-22,72.96,74.56,72.79,72.85,8194445
2021-06-23,72.29,75.06,70.67,72.38,32315526
2021-06-24,67.04,67.81,65.47,66.6,11998200
2021-06-25,66.32,67.34,64.88,66.61,15628296
2021-06-28,66.47,67.25,65.04,66.27,14194470
2021-06-29,67.69,67.84,66.17,67.78,10534073
2021-06-30,71.63,72.37,70.35,71.69,23960714
2021-07-01,74.19,75.13,72.35,74.26,15602524
2021-07-02,73.48,74.59,72.37,73.79,11544553
2021-07-05,71.45,72.61,70.44,71.45,7630815
2021-07-06,77.12,77.79,74.58,77.14,9371675
2021-07-07,77.51,79.27,75.7,77.42,6448189
2021-07-08,77.62,78.75,76.07,77.59,14740535
2021-07-09,77.98,78.83,77.3,77.67,8053901
2021-07-12,78.63,79.24,77.9,78.27,12829012
2021-07-13,77.66,79.34,76.72,78.07,29065164
2021-07-14,77.19,78.52,75.61,76.86,26686003
2021-07-15,75.27,76.33,74.96,75.72,14416177
2021-07-16,76.0,76.52,74.56,75.78,14026481
2021-07-19,74.9,75.61,72.6,74.67,37503217
2021-07-20,72.5,73.51,71.69,73.2,19008143
2021-07-21,73.6,74.18,73.13,73.56,12435884
2021-07-22,72.96,73.94,72.09,73.13,7181299
2021-07-23,76.29,78.27,75.93,76.58,17839695
2021-07-26,71.06,71.79,69.74,70.58,22179120
2021-07-27,72.8,74.24,72.18,73.04,10683106
2021-07-28,75.61,77.57,75.07,75.92,16946999
2021-07-29,71.32,72.29,70.94,71.29,12215465
2021-07-30,70.93,71.96,69.69,70.68,13362780
2021-08-02,69.97,71.01,69.28,70.02,4223137
2021-08-03,67.55,68.31,66.59,67.16,13112929
2021-08-04,65.88,66.38,63.64,65.7,23787829
2021-08-05,62.92,63.9,62.1,63.61,10684436
2021-08-06,66.92,68.03,66.29,67.1,15040591
2021-08-09,68.92,70.94,68.07,69.11,10039367
2021-08-10,72.07,73.51,71.49,71.89,17543969
2021-08-11,72.63,75.26,71.49,73.59,13147450
2021-08-12,72.12,72.98,69.06,71.21,9160206
2021-08-13,70.4,71.31,69.07,70.21,28524551
2021-08-16,71.43,72.56,69.72,71.37,23311701
2021-08-17,69.27,69.56,67.73,68.86,10826924
2021-08-18,71.3,71.35,70.17,70.47,18791104
2021-08-19,70.39,71.48,69.26,70.08,19167103
2021-08-20,69.74,71.12,68.3,69.42,20199140
2021-08-23,71.08,72.02,70.22,71.03,6279946
2021-08-24,72.06,72.93,71.16,72.11,24234875
2021-08-25,71.28,72.53,70.43,71.45,11019208
2021-08-26,73.78,75.55,73.02,74.09,12250606
2021-08-27,71.55,72.04,70.69,71.8,54785760
2021-08-30,72.77,73.51,72.79,73.26,17037659
2021-08-31,74.68,75.5,74.01,74.71,12077306
2021-09-01,73.52,74.53,73.79,74.14,4863908
2021-09-02,75.08,75.82,73.29,75.0,29352317
2021-09-03,72.29,73.3,72.17,72.3,7477396
2021-09-06,74.51,75.3,72.65,74.45,8870844
2021-09-07,73.97,76.14,72.23,74.17,12413856
2021-09-08,74.25,74.42,72.21,73.13,29746019
2021-09-09,76.09,76.89,75.14,75.58,21565815
2021-09-10,73.64,75.58,73.21,74.1,13538949
2021-09-13,71.16,71.5,70.05,71.08,17092426
2021-09-14,67.65,69.44,67.39,67.86,10851427
2021-09-15,68.87,70.22,68.47,69.23,15710295
2021-09-16,66.22,68.03,64.85,66.67,15197908
2021-09-17,70.48,70.78,68.9,70.33,23780701
2021-09-20,65.8,66.19,65.52,66.02,23761782
2021-09-21,69.86,71.03,69.37,69.53,18755332
2021-09-22,70.44,71.36,69.23,70.1,12222954
2021-09-23,70.5,70.56,69.09,70.02,21229688
2021-09-24,68.69,69.54,67.68,68.99,13992272
2021-09-27,70.11,71.62,69.19,69.94,8529512
2021-09-28,70.21,70.37,68.65,69.99,11975292
2021-09-29,72.28,74.49,70.24,72.45,15283180
2021-09-30,72.55,73.4,71.26,72.83,23094565
2021-10-01,73.88,74.76,72.22,73.29,13366149
2021-10-04,72.7,73.51,71.63,72.61,8003589
2021-10-05,72.85,74.06,71.74,72.62,15072325
2021-10-06,73.12,74.21,71.63,73.42,15505851
2021-10-07,69.33,70.71,69.06,69.76,16077298
2021-10-08,66.85,68.07,66.01,67.04,23206332
2021-10-11,68.62,69.15,67.61,68.67,24384582
2021-10-12,68.78,70.59,68.38,69.14,10884981
2021-10-13,68.88,69.63,68.61,68.88,10766265
2021-10-14,68.46,69.95,67.83,69.04,8709288
2021-10-15,69.5,70.38,68.88,69.89,20778052
2021-10-18,69.11,69.26,67.57,68.88,30231955
2021-10-19,67.58,68.29,66.66,67.38,12515257
2021-10-20,67.77,70.23,66.22,67.9,12984731
2021-10-21,65.67,67.42,65.48,66.01,30504698
2021-10-22,66.6,67.94,65.02,66.94,18864245
2021-10-25,63.5,64.44,63.55,63.62,18221592
2021-10-26,65.92,66.71,64.5,65.71,8077086
2021-10-27,67.08,68.06,65.51,66.77,20570406
2021-10-28,67.23,67.78,66.82,67.4,9206606
2021-10-29,69.12,71.19,68.25,69.53,8310164
2021-11-01,73.25,74.67,71.3,73.15,12318517
2021-11-02,75.21,77.09,75.32,75.53,10930893
2021-11-03,71.27,72.78,70.1,71.46,13114121
2021-11-04,69.28,69.86,68.48,68.82,7127771
2021-11-05,67.92,69.02,67.15,67.64,23662643
2021-11-08,67.87,69.15,65.91,67.82,25747372
2021-11-09,68.56,69.84,68.28,69.0,5533487
2021-11-10,67.68,68.31,67.23,67.61,23896173
2021-11-11,68.47,69.19,67.2,68.11,9769107
2021-11-12,66.55,68.5,64.57,66.68,22487896
2021-11-15,66.01,65.9,65.54,65.56,14157806
2021-11-16,63.3,63.1,62.48,62.89,14863034
2021-11-17,61.76,62.25,59.59,61.25,13355664
2021-11-18,58.94,59.76,57.1,58.85,26857739
2021-11-19,57.39,58.16,56.41,57.22,7882896
2021-11-22,59.57,60.15,58.85,59.15,19854081
2021-11-23,57.68,58.32,55.73,57.55,25410297
2021-11-24,62.08,63.91,60.51,62.24,20960914
2021-11-25,63.14,63.42,61.99,63.28,46844747
2021-11-26,63.82,64.28,63.2,63.74,11246039
2021-11-29,61.8,63.09,61.3,62.2,23644767
2021-11-30,63.59,63.75,62.76,63.63,13893819
2021-12-01,62.98,63.49,61.53,62.64,27144989
2021-12-02,62.29,64.76,61.31,62.98,14594502
2021-12-03,68.49,69.0,66.47,67.97,12067930
2021-12-06,68.27,69.04,67.46,67.89,28149386
2021-12-07,70.21,70.72,68.54,70.37,11458232
2021-12-08,69.19,69.7,67.8,69.0,7229186
2021-12-09,69.05,69.88,67.64,69.05,11314284
2021-12-10,73.32,73.78,70.93,72.87,19965502
2021-12-13,71.97,73.43,71.19,71.62,29385719
2021-12-14,75.15,77.15,74.56,75.68,15487823
2021-12-15,77.66,77.9,76.6,77.43,28320558
2021-12-16,76.17,77.55,76.06,76.25,7429079
2021-12-17,77.88,79.32,76.46,77.85,11738308
2021-12-20,79.98,82.21,77.46,80.27,12682231
2021-12-21,82.64,84.19,81.9,81.93,13835112
2021-12-22,78.59,78.72,77.03,78.18,15279875
2021-12-23,76.32,77.26,75.06,76.6,20696092
2021-12-24,75.66,76.54,74.95,76.17,11729253
2021-12-27,75.99,77.13,75.06,76.13,15705387
2021-12-28,77.87,79.15,77.34,77.7,14323878
2021-12-29,78.35,80.05,76.93,78.25,9221562
2021-12-30,75.7,76.32,74.56,75.23,13841289
2021-12-31,76.53,77.18,76.04,76.23,13635268
2022-01-03,78.15,79.04,75.87,77.78,13490006
2022-01-04,79.36,79.89,77.44,79.23,14885225
2022-01-05,81.39,84.56,80.7,81.96,15215676
2022-01-06,84.09,84.36,82.76,84.18,11802859
2022-01-07,85.95,86.9,83.48,85.49,27683783
2022-01-10,85.44,88.13,84.03,85.47,8164121
2022-01-11,81.53,82.55,79.52,81.33,10216503
2022-01-12,82.4,83.64,81.49,82.53,58819371
2022-01-13,82.76,84.2,81.07,83.19,8718905
2022-01-14,83.97,85.16,82.55,84.02,7445516
2022-01-17,81.06,83.03,79.59,80.93,21151859
2022-01-18,78.17,78.64,78.05,78.43,5185827
2022-01-19,80.97,83.28,79.67,81.07,13024764
2022-01-20,80.73,81.41,80.44,81.12,42836986
2022-01-21,83.4,84.0,82.11,82.93,6766753
2022-01-24,83.03,84.11,82.45,83.15,5438521
2022-01-25,83.98,85.02,82.83,83.37,6923343
2022-01-26,86.55,86.08,83.14,85.89,22958063
2022-01-27,84.67,86.29,82.53,84.7,25709942
2022-01-28,84.67,87.75,82.52,85.1,11338398
2022-01-31,83.19,84.41,83.62,84.06,20616580
2022-02-01,82.5,84.48,81.81,83.11,29359527
2022-02-02,81.91,83.28,82.1,82.48,35807689
2022-02-03,83.75,84.71,82.4,83.18,12952927
2022-02-04,82.17,83.37,81.5,82.12,4635544
2022-02-07,85.56,86.23,83.26,85.39,9718681
2022-02-08,82.31,84.81,82.25,83.23,11835308
2022-02-09,82.41,85.35,80.96,82.91,12871557
2022-02-10,82.32,83.06,80.33,81.96,13337234
2022-02-11,85.81,87.47,82.82,85.69,25634439
2022-02-14,86.29,86.75,86.08,86.35,27707514
2022-02-15,89.45,89.85,86.96,89.2,13445609
2022-02-16,86.05,86.95,83.29,85.35,25374173
2022-02-17,86.1,88.51,85.57,86.19,17519597
2022-02-18,88.7,90.25,86.62,88.67,15130951
2022-02-21,89.13,90.16,87.47,89.04,23052207
2022-02-22,93.17,93.45,90.86,92.07,15189668
2022-02-23,89.84,91.25,90.03,90.8,40992742
2022-02-24,95.15,96.71,93.95,94.83,7136938
2022-02-25,101.53,103.83,98.4,101.59,11323769
2022-02-28,100.94,101.8,99.15,100.66,13752628
2022-03-01,99.15,100.6,97.37,99.48,18250925
2022-03-02,104.0,105.81,103.13,104.03,27618053
2022-03-03,109.57,110.44,108.23,109.18,14473076
2022-03-04,109.33,109.21,105.11,107.65,7194915
2022-03-07,106.91,109.86,106.03,106.48,22325876
2022-03-08,105.31,107.14,104.52,105.76,21369588
2022-03-09,101.43,102.88,100.1,101.65,5548680
2022-03-10,98.78,99.98,97.43,99.01,14622879
2022-03-11,95.31,98.19,94.87,96.18,6615520
2022-03-14,93.96,95.39,92.41,94.12,10508283
2022-03-15,94.53,95.11,92.25,94.19,9328600
2022-03-16,94.42,97.45,93.04,95.02,21957785
2022-03-17,100.17,102.27,98.94,99.65,15532032
2022-03-18,97.05,97.8,95.58,96.82,7703647
2022-03-21,99.5,99.88,97.42,99.87,22749028
2022-03-22,99.33,101.69,97.2,99.4,7153391
2022-03-23,100.23,100.38,99.03,99.43,17279940
2022-03-24,102.01,103.81,99.83,101.64,9752114
2022-03-25,98.37,98.44,98.29,98.37,12202622
2022-03-28,99.56,101.89,98.15,99.68,18852109
2022-03-29,100.4,100.89,97.33,100.36,19014733
2022-03-30,101.77,104.16,101.28,102.04,28587626
2022-03-31,102.02,104.67,102.25,103.11,14060403
2022-04-01,112.08,111.77,108.61,110.95,17076698
2022-04-04,109.09,110.29,108.72,109.01,11770786
2022-04-05,107.67,109.65,106.38,107.45,16046397
2022-04-06,105.59,107.29,103.53,105.62,18251229
2022-04-07,103.65,106.08,103.0,104.03,13947977
2022-04-08,102.12,105.36,100.87,102.21,5945378
2022-04-11,105.22,106.34,103.85,106.07,17291670
2022-04-12,112.08,113.91,108.78,110.82,17580145
2022-04-13,108.43,110.83,107.23,109.1,10427042
2022-04-14,106.0,107.38,105.24,106.55,7708286
2022-04-15,108.02,108.73,106.32,108.26,30643758
2022-04-18,107.33,108.08,105.15,106.65,18731604
2022-04-19,108.89,111.31,106.85,108.88,13065157
2022-04-20,109.06,111.27,108.53,109.74,8297655
2022-04-21,105.56,107.75,103.49,104.91,9714134
2022-04-22,110.4,110.38,109.22,110.0,28100423
2022-04-25,116.49,117.9,114.46,116.17,15694658
2022-04-26,114.64,114.8,113.26,114.23,11125012
2022-04-27,114.45,115.12,112.4,113.09,18903253
2022-04-28,115.52,116.8,112.32,114.27,9750224
2022-04-29,115.23,116.98,113.7,115.63,31028649
2022-05-02,119.1,118.83,115.63,118.14,28814816
2022-05-03,125.77,127.62,124.08,125.53,11602289
2022-05-04,125.4,127.4,122.8,125.08,10699043
2022-05-05,121.25,124.52,119.92,122.29,3956749
2022-05-06,117.31,120.33,115.23,117.41,6984539
2022-05-09,114.55,115.76,114.06,115.02,7498886
2022-05-10,115.59,117.47,113.25,115.11,15675274
2022-05-11,122.21,124.55,119.39,121.56,12445667
2022-05-12,118.63,119.97,118.07,119.88,7476925
2022-05-13,120.89,123.03,120.7,120.9,12729312
2022-05-16,121.74,122.39,119.09,121.06,18862164
2022-05-17,125.51,127.43,121.52,125.63,19075582
2022-05-18,135.94,137.86,133.81,135.45,5666968
2022-05-19,133.75,135.0,132.29,133.52,13740637
2022-05-20,132.0,133.04,129.41,131.78,7336185
2022-05-23,135.99,138.25,133.79,136.17,22996770
2022-05-24,138.38,140.1,135.81,139.23,21683739
2022-05-25,146.42,148.18,146.52,147.25,9350930
2022-05-26,150.64,153.18,146.98,150.11,9988823
2022-05-27,148.76,149.61,145.81,148.75,11633116
2022-05-30,151.57,154.75,149.57,151.67,4749753
2022-05-31,156.69,159.96,154.25,157.03,17330596
2022-06-01,160.96,161.39,157.46,161.2,12782373
2022-06-02,164.82,165.53,160.36,163.96,23797415
2022-06-03,169.26,173.71,168.55,169.54,8459455
2022-06-06,174.66,177.1,172.05,175.84,10750238
2022-06-07,184.19,185.57,180.85,183.5,6897967
2022-06-08,187.24,190.94,184.51,187.43,8867067
2022-06-09,186.85,190.79,183.91,186.82,8113249
2022-06-10,189.49,190.42,185.39,187.98,24106373
2022-06-13,195.15,197.17,190.39,195.17,10333163
2022-06-14,190.98,195.73,187.97,190.7,15589183
2022-06-15,192.03,198.75,192.0,193.17,12110922
2022-06-16,191.01,195.58,188.95,191.22,7766012
2022-06-17,192.31,194.73,188.57,191.72,13468306
2022-06-20,197.93,201.18,194.52,199.48,19767538
2022-06-21,201.19,202.67,197.0,200.99,8009351
2022-06-22,201.73,205.49,199.97,201.63,21956118
2022-06-23,193.74,197.25,186.94,193.7,9579534
2022-06-24,199.44,203.61,195.02,198.41,11507482
2022-06-27,202.98,206.73,197.53,202.64,19102725
2022-06-28,217.86,216.9,213.28,216.26,10514669
2022-06-29,213.56,219.66,210.5,214.63,14928570
2022-06-30,216.58,217.95,211.74,216.44,12517704
2022-07-01,218.55,221.06,213.05,218.45,15629707
2022-07-04,228.04,233.16,223.89,229.26,4455413
2022-07-05,230.11,236.1,223.98,229.01,5868790
2022-07-06,234.04,240.58,228.47,231.35,19934919
2022-07-07,236.0,240.71,233.56,236.02,24608210
2022-07-08,238.37,240.99,233.57,237.77,9292857
2022-07-11,235.09,239.52,229.71,234.99,12967876
2022-07-12,235.94,242.02,233.66,236.79,16976823
2022-07-13,242.67,247.94,239.14,244.9,20719975
2022-07-14,236.89,244.71,231.4,237.73,5315626
2022-07-15,237.45,243.14,237.28,239.11,9407143
2022-07-18,236.48,238.93,232.53,234.48,12406242
2022-07-19,243.23,248.32,239.99,243.37,20823029
2022-07-20,232.19,236.87,228.53,232.6,51095921
2022-07-21,230.1,234.05,226.6,229.08,13072183
2022-07-22,230.8,234.44,226.11,232.1,7249994
2022-07-25,242.57,246.07,239.02,243.5,17914733
2022-07-26,243.54,244.96,239.73,243.45,28360216
2022-07-27,241.04,244.24,238.96,239.8,15463717
2022-07-28,254.51,259.26,252.73,253.87,9310708
2022-07-29,243.51,247.75,239.01,243.21,23652916
2022-08-01,227.56,233.93,227.0,227.47,20414843
2022-08-02,231.37,234.36,225.57,230.91,8770984
2022-08-03,228.04,232.45,224.68,227.81,17729009
2022-08-04,220.05,222.57,212.13,221.18,24121950
2022-08-05,226.37,229.01,218.74,226.32,26454716
2022-08-08,227.16,233.09,225.29,228.39,14171954
2022-08-09,224.99,229.8,221.72,224.9,12249066
2022-08-10,216.08,219.34,211.62,216.6,27061886
2022-08-11,225.52,225.91,216.32,222.7,7999741
2022-08-12,227.43,228.12,227.04,227.47,18242956
2022-08-15,225.6,229.96,227.04,227.2,7385186
2022-08-16,240.13,245.61,237.88,240.29,24957579
2022-08-17,233.55,237.51,228.36,232.94,12877307
2022-08-18,224.48,226.85,218.39,222.61,27626654
2022-08-19,217.71,221.72,213.21,218.35,18731298
2022-08-22,216.71,221.73,217.26,218.44,7947674
2022-08-23,221.34,222.58,219.66,220.44,29868466
2022-08-24,217.71,223.74,214.43,219.23,31820542
2022-08-25,221.47,226.03,220.09,221.95,22774299
2022-08-26,213.67,218.0,213.7,213.95,10011110
2022-08-29,223.59,226.08,220.06,223.67,12572130
2022-08-30,224.28,224.01,218.74,223.51,15755713
2022-08-31,230.67,236.97,228.22,231.46,10305051
2022-09-01,233.96,236.89,231.62,234.28,34146590
2022-09-02,237.91,239.86,234.66,237.93,15747044
2022-09-05,242.64,247.44,239.54,242.45,3791703
2022-09-06,246.29,249.09,245.13,246.17,17359976
2022-09-07,251.94,257.3,249.06,251.39,12309985
2022-09-08,263.05,267.17,256.92,261.95,14112009
2022-09-09,264.49,269.37,259.33,263.97,12184684
2022-09-12,270.71,271.2,265.69,270.1,21933445
2022-09-13,267.72,276.51,267.95,269.85,25644607
2022-09-14,282.15,286.9,278.26,282.08,16878084
2022-09-15,277.48,280.15,276.15,276.82,12364554
2022-09-16,293.45,297.11,287.58,292.39,14351017
2022-09-19,291.54,292.78,284.82,292.55,14794999
2022-09-20,279.49,285.54,279.52,280.42,9808745
2022-09-21,281.2,283.91,279.1,282.01,19569138
2022-09-22,277.44,277.86,271.82,276.7,18439785
2022-09-23,285.7,285.03,277.12,284.23,31649111
2022-09-26,278.56,285.8,275.94,279.13,27444460
2022-09-27,277.11,278.61,273.25,275.86,10398400
2022-09-28,260.75,267.7,260.4,260.59,22079258
2022-09-29,257.33,260.25,253.42,257.49,9106721
2022-09-30,238.83,239.4,231.59,239.08,20748116
2022-10-03,228.91,229.44,224.13,228.06,11315600
2022-10-04,234.09,239.52,230.24,233.71,8783393
2022-10-05,242.41,242.98,235.47,239.68,16852720
2022-10-06,242.15,245.77,239.56,243.19,3846662
2022-10-07,237.13,240.36,234.5,236.51,6104350
2022-10-10,235.97,241.09,231.49,236.6,13406551
2022-10-11,235.96,242.67,233.01,236.99,15267254
2022-10-12,229.1,235.21,225.65,229.11,12180423
2022-10-13,240.1,242.85,238.21,239.94,6651027
2022-10-14,250.33,247.82,240.46,246.73,9733207
2022-10-17,245.3,248.4,240.54,245.52,17815949
2022-10-18,244.77,250.37,243.56,246.16,19597075
2022-10-19,248.49,249.96,242.44,248.15,14532359
2022-10-20,230.86,234.99,230.71,233.28,26125355
2022-10-21,231.84,236.07,229.92,231.95,17871154
2022-10-24,227.6,230.91,225.55,227.58,10082100
2022-10-25,221.97,224.47,220.91,221.09,12733526
2022-10-26,220.68,221.57,215.49,219.61,7264913
2022-10-27,231.36,234.99,231.86,231.94,13879597
2022-10-28,236.67,238.65,235.62,236.85,25547507
2022-10-31,232.29,238.34,232.81,233.18,20638009
2022-11-01,236.29,243.17,234.23,237.63,29532581
2022-11-02,248.5,248.17,244.69,248.11,12591812
2022-11-03,253.87,257.43,252.33,255.49,28718437
2022-11-04,255.88,257.19,254.7,256.41,13300974
2022-11-07,250.6,254.32,250.44,251.85,30578036
2022-11-08,258.33,261.31,252.8,257.62,14491482
2022-11-09,263.5,262.03,258.38,261.14,20865668
2022-11-10,266.93,270.73,263.97,268.68,30632012
2022-11-11,271.78,276.23,272.15,274.32,13300154
2022-11-14,283.34,288.24,278.85,283.51,16341108
2022-11-15,279.45,283.78,272.33,279.43,27908216
2022-11-16,291.38,293.75,285.33,291.06,13708113
2022-11-17,292.67,298.14,289.89,293.32,7568866
2022-11-18,311.94,315.57,306.92,312.25,42776674
2022-11-21,306.86,310.23,302.3,306.3,11583795
2022-11-22,324.61,332.09,318.06,322.93,15861066
2022-11-23,322.25,333.81,321.4,325.44,26114553
2022-11-24,319.02,321.08,315.23,319.61,10807523
2022-11-25,315.84,322.33,310.23,315.5,8851221
2022-11-28,311.57,319.74,310.8,313.01,16632491
2022-11-29,320.33,319.43,315.4,317.58,5977194
2022-11-30,322.14,330.13,321.91,323.17,12686474
2022-12-01,318.07,326.83,317.44,318.14,16560308
2022-12-02,319.36,320.39,316.8,318.47,12800874
2022-12-05,338.67,342.27,334.14,339.67,6771779
2022-12-06,354.72,366.31,355.21,358.02,32510997
2022-12-07,362.61,369.63,356.44,363.39,15429149
2022-12-08,366.33,371.53,358.88,364.45,29966062
2022-12-09,365.81,372.92,366.15,366.43,12864496
2022-12-12,372.29,380.65,366.31,373.88,9435540
2022-12-13,364.66,364.57,355.18,362.98,16761421
2022-12-14,360.21,369.24,358.26,360.81,13152289
2022-12-15,342.37,351.61,336.94,343.25,8130388
2022-12-16,348.26,352.58,345.17,348.0,30550515
2022-12-19,356.8,360.64,349.82,355.43,10733335
